Date,Brand-Names,Product-Description,Product-Types,Recall-Reason-Description,Company-Name,Terminated Recall
03/23/2020,Icelandic+,Whole Capelin Fish Pet Treats,"Animal & Veterinary, Food & Beverages, Foodborne Illness, Pet Food",Potential for Clostridium botulinum,IcelandicPlus LLC,Terminated
04/14/2020,Guan's Mushroom Co.,Enoki Mushroom,"Food & Beverages, Foodborne Illness",Potential Listeria monocytogenes,Guan's Mushroom Co.,Terminated
03/24/2020,Huangfushanzen Huang Mountain Tea Mushroom,Dried Mushrooms,"Food & Beverages, Allergens",Undeclared Sulfites,Tiffany Food Corporation,Terminated
03/26/2020,Dr. Reddy’s Laboratories Ltd.,"Phytonadione Injectable Emulsion USP, 10 mg/mL, Single-Dose Ampules",Drugs,Ampules breaking & shattering,Dr. Reddy’s Laboratories Ltd.,Terminated
04/15/2020,Gemini Laboratories,Nizatidine Oral Solution 15 mg/mL,Drugs,NDMA (Nitrosodimethylamine) impurity,"Amneal Pharmaceuticals, LLC",Terminated
04/16/2020,Heritage,"Tetracycline HCl Capsules, 250mg and 500mg",Drugs,Due to low out of specification dissolution results,Avet Pharmaceuticals Labs Inc.,Terminated
04/21/2020,TRUE METRIX,TRUE METRIX® AIR Blood Glucose Meter,Medical Devices,Incorrect factory-set unit of measure,"Trividia Health, Inc.",Terminated
04/22/2020,Royal International Trading Inc.,"""TAINY BOCTOKA DRY FRUITS MIX COMPOT APPLE""","Food & Beverages, Allergens, Fruit/Fruit Product",Undeclared Sulfites,Royal International Trading Inc.,Terminated
04/27/2020,QuVa,"R.E.C.K. (Ropivacaine, Epinephrine, Clonidine, Ketorolac) 50 ml in Sodium Chloride-60 ml BD syringe",Drugs,presence of particulate matter,"QuVa Pharma, Inc.",Terminated
04/28/2020,Benefiber,Prebiotic Fiber Supplement,Food & Beverages,Potential for plastic pieces or shavings,GSK Consumer Healthcare,Terminated
05/04/2020,OPTAVIA,Essential Old Fashioned Maple & Brown Sugar Oatmeal,"Food & Beverages, Allergens",Undeclared Milk,"Medifast, Inc.",Terminated
05/08/2020,ICU Medical Inc.,"Lactated Ringer’s Injection, USP","Animal & Veterinary, Drugs, Animal Drugs",Presence of particulates (iron oxide),ICU Medical Inc.,Terminated
07/28/2020,KORE ORGANIC,Watermelon CBD oil tincture,Drugs,Contains lead,Summitt Labs,Terminated
05/22/2020,Acella,"30-mg, 60-mg and 90-mg NP Thyroid®",Drugs,Super potency,"Acella Pharmaceuticals, LLC",Terminated
06/11/2020,Lupin,Metformin Hydrochloride Extended-release Tablets,Drugs,Detection of N-Nitrosodimethylamine (NDMA),"Lupin Pharmaceuticals, Inc",Terminated
06/18/2020,Robitussin,Cough and cold products,"Drugs, Over-the-Counter Drugs",Incorrect dosing cups,GSK Consumer Healthcare,Terminated
06/22/2020,Flagstone Foods LLC,North Star Sweet & Salty Caramel Trail Mix,Food & Beverages,Undeclared Cashews,Flagstone Foods LLC,Terminated
10/30/2019,"ICU Medical, Inc.","Lactated Ringer's Injection, USP and 0.9% Sodium Chloride Injection, USP","Animal & Veterinary, Drugs",Due to the presence of particulate matter,"ICU Medical, Inc.",Terminated
11/08/2019,AHP,Ranitidine Liquid Unit Dose Cups,Drugs,NDMA (Nitrosodimethylamine) impurity,American Health Packaging,Terminated
11/18/2019,Quest,Beef Cat Food,"Animal & Veterinary, Pet Food",May be contaminated with Salmonella,"Go Raw, LLC",Terminated
11/19/2019,PrecisionDose,"Ranitidine Oral Solution, USP 150 mg/10 mL",Drugs,Potential presence of N-Nitrosodimethylamine (NDMA) above levels established by the FDA,Precision Dose Inc.,Terminated
11/27/2019,Hodgson Mill,Unbleached Flour,Food & Beverages,Potential E. Coli Contamination,"Hodgson Mill, Inc.",Terminated
10/22/2020,TROPIQUE,ASSORTED FRUIT JELLY BAG & JELLY ANIMAL JAR,"Food & Beverages, Snack Food Item",Potential Choking Hazard,COMERCIAL MEXICANA INNTERNATONAL INC,Terminated
10/28/2020,Incredible Stone Crab,Incredible Stone Crab Mustard Sauce,Food & Beverages,"Undeclared milk, eggs, and fish","Incredible Fish, Inc.",Terminated
12/02/2020,MPM Medical,Regenecare HA Topical Anesthetic Hydrogel,Drugs,Burkholderia cepecia contamination.,"MPM Medical, LLC",Terminated
12/08/2020,Publix,Publix Bakery 20 OZ Holiday Cookie Platters,"Food & Beverages, Allergens, Bakery Product/Mix",May contain undeclared pecans,"George DeLallo Co., Inc.",Terminated
12/22/2020,SE Grocers,Party Tray Vegetables with Ranch Dip,Food & Beverages,Undeclared Egg,"Country Fresh, LLC",Terminated
12/24/2020,Veladis,Herring in oil,"Food & Beverages, Foodborne Illness, Fish",Listeria Monocytogenes,"B&I Overseas Trading, Inc",Terminated
12/30/2020,Sportmix,Dog and Cat Food,"Animal & Veterinary, Food & Beverages, Pet Food",Elevated levels of aflatoxin,Sportmix,Terminated
12/31/2020,Backroad Country,Spicy Cajun Mix,"Food & Beverages, Allergens, Snack Food Item",Undeclared milk,Lipari Foods,Terminated
12/31/2020,Divvies,Vanilla Cupcakes,"Food & Beverages, Allergens, Bakery Product/Mix",Undeclared milk and eggs,"Divvies, LLC",Terminated
12/31/2020,GUM Paroex,"Paroex Chlorhexidine Gluconate Oral Rinse, 15 mL unit dose cups",Drugs,Potential contamination with Burkholderia lata,Precision Dose Inc.,
01/04/2021,Soho Fresh,70% Rubbing Alcohol,Drugs,Contaminated with Methanol,Essaar Inc.,
01/04/2021,Nostrum Laboratories,"Metformin HCl Extended Release Tablets, USP 750 mg",Drugs,NDMA exceeds acceptable daily intake limit,Nostrum Laboratories,
01/05/2021,Dole,Sesame Asian Chopped Salad Kit,"Food & Beverages, Allergens, Prepared Food",Undeclared eggs,"Dole Fresh Vegetables, Inc.",
01/10/2021,"Weis, Klein’s, Nelson’s",Ice cream products,Food & Beverages,May be contaminated with extraneous material,Weis Markets,
01/11/2021,LOTUS Edge™ Aortic Valve System,LOTUS Edge™ Aortic Valve System,Medical Devices,Delivery System Issues Potential inability to release the delivery system,Boston Scientific Corporation,Terminated
01/11/2021,LAVVA,Blueberry Plant-Based Yogurt,Food & Beverages,Potential for Mold,EVR Foods Inc.,Terminated
01/11/2021,"Sportmix, Nunn Better, ProPac, and Others",Dog and Cat Pet Food,"Animal & Veterinary, Food & Beverages, Pet Food",Aflatoxin Levels Exceed Acceptable Levels,Midwestern Pet Foods Inc.,Terminated
01/16/2021,Champlain Chocolate Company,Select LLC Milk Chocolate Products,"Food & Beverages, Chocolate/Cocoa Product",Potential Foreign Objects - Brittle Plastic Pieces,Champlain Chocolate Company,Terminated
01/17/2021,Hiland Dairy,1% low fat chocolate milk,"Food & Beverages, Contaminants, Milk/Milk Product",May contain food-grade sanitizers,Hiland Dairy,
01/19/2021,Pero Family Farms,"Butternut squash cubes, chunks, and spirals",Food & Beverages,Listeria monocytogenes,"Pero Family Farms Food Company, LLC",Terminated
01/19/2021,Lancaster Foods,"Butternut squash noodles, planks, chunks and butternut squash containing medleys and blends",Food & Beverages,Listeria monocytogenes,"Lancaster Foods, LLC",
01/21/2021,Publix,Steam in bag products containing butternuts squash,Food & Beverages,Listeria monocytogenes,"Publix Super Markets, Inc.",
01/21/2021,Ruffles,Potato Chips,"Food & Beverages, Allergens, Snack Food Item",Undeclared milk,Frito Lay,
01/22/2021,Door County Coffee & Tea Co.,French Vanilla Flavored Cappuccino Single Serve Cups,"Food & Beverages, Allergens",Product may contain undeclared milk and soy.,Door County Coffee & Tea Co.,Terminated
01/22/2021,House-Autry,Tartar Sauce,Food & Beverages,Spoilage,"House-Autry Mills, Inc.",Terminated
01/25/2021,Bickel’s Snack Foods,Butter Flavored Popcorn,"Food & Beverages, Allergens",Undeclared Milk,"Bickel’s Snack Foods, Inc.",Terminated
01/25/2021,"Nostrum Laboratories, Inc.","Metformin HCl Extended Release Tablets, USP 750 mg",Drugs,Due to levels of nitrosamine impurities above the ADI limit of 96 ng/day,"Nostrum Laboratories, Inc.",
01/27/2021,"Maine Grains, GrowNYC",Organic yellow peas,Food & Beverages,Undeclared soy,"Main Grains, Inc.",
01/27/2021,"Meitheal Pharmaceuticals, Inc.","Cisatracurium Besylate  Injection, USP 10mg per 5mL",Drugs,Mislabeling,"Meitheal Pharmaceuticals, Inc.",
01/28/2021,think!,Protein fiber oatmeal farmer’s market berry crumble,Food & Beverages,Due to undeclared almonds and pecans,"think! and Interpac Technologies, Inc.",
01/28/2021,Wahl,"Deluxe Heat Therapy Massagers, Model 4212",Medical Devices,"Can overheat causing smoke or spark, which may pose a fire hazard",Wahl Clipper Corporation,Terminated
01/29/2021,Dole™,Dole™ Endless Summer Salad Kit,Food & Beverages,Due to possible undeclared allergens (fish and egg),"Dole Fresh Vegetables, Inc.",Terminated
01/29/2021,Golden Boy,Custard Muffin Banana,"Food & Beverages, Allergens, Dairy",May contain undeclared milk,Hong Thai Foods Corp.,
02/03/2021,Apotex Corp.,"Enoxaparin Sodium Injection, USP",Drugs,Packaging error resulting in incorrect dosage listed,Apotex Corp,
02/08/2021,"Simple Truth, That’s Tasty, Shenandoah Growers",Basil,Food & Beverages,Potential Cyclospora contamination,"Shenandoah Growers, Inc",Terminated
02/08/2021,Publix,Parmesan-Crusted Wild Alaskan Salmon Fillets,Food & Beverages,Undeclared Soy,Ocean Beauty Seafood LLC,
02/09/2021,Sprouts,Vanilla Yogurt Covered Cranberries,"Food & Beverages, Allergens",Undeclared Almonds,Hickory Harvest Foods,Terminated
02/09/2021,Delicae,"Thai Peanut Sauce, Spicy Red Curry Sauce","Food & Beverages, Allergens, Gravy/Sauces",Undeclared Shrimp,Delicae Gourmet LLC,
09/11/2020,Goodie Girl,Goodie Girl GF Magical Animal Crackers,"Food & Beverages, Allergens, Snack Food Item",May Contain Undeclared Wheat,Goodie Girl Tribeca LLC,Terminated
09/17/2020,NP Thyroid 15 & NP Thyroid120,Thyroid Tablets,Drugs,Sub Potency,"Acella Pharmaceuticals, LLC",Terminated
09/21/2020,Homestead Creamery,Chocolate Ice Cream,Food & Beverages,Undeclared pecans,Homestead Creamer,Terminated
09/23/2020,Riomet ER,Metformin Hydrochloride for Extended-Release Oral Suspension,Drugs,Due to the Detection of N-Nitrosodimethylamine (NDMA) Impurity,Sun Pharmaceutical Industries,Terminated
10/08/2020,"Champ, Field Trial, Good Dog, and Others",Pet Food,"Animal & Veterinary, Food & Beverages, Ingredients, Pet Food",May Contain Aflatoxin,"Sunshine Mills, Inc.",Terminated
10/30/2020,Homestead Creamery,Lemonade half gallon,Food & Beverages,Potential for residual chlorine from the sanitizing process,Homestead Creamery,Terminated
11/02/2020,Natural Grocers,Organic Whole Elder Berries,"Food & Beverages, Foodborne Illness, Fruit/Fruit Product",Salmonella,"Vitamin Cottage Natural Food Markets, Inc.",Terminated
11/03/2020,Nostrum Laboratories,"Metformin HCl Extended Release Tablets, USP 500 mg",Drugs,NDMA exceeds acceptable daily intake limit,Nostrum Laboratories,
11/09/2020,Lohxa,"Chlorhexidine Gluconate Oral Rinse USP, 0.12% Alcohol free",Drugs,May be contaminated with Burkholderia lata,"Lohxa, LLC",Terminated
11/12/2020,Aldi Southern Grove,On the Go Sweet & Salty Trail Mix,"Food & Beverages, Allergens, Snack Food Item",Undeclared Almonds,Kanan Enterprises,Terminated
11/17/2020,Fresh Express,Fresh Express Kit Caesar Supreme,"Food & Beverages, Foodborne Illness",Escherichia coli STEC 026 bacteria,Fresh Express,Terminated
11/19/2020,Fresenius Kabi USA,Dexmedetomidine HCL in 0.9% Sodium Chloride Injection,Drugs,Cross Contamination with Lidocaine,Fresenius Kabi USA,Terminated
11/23/2020,"CORE, Immune Boost",CORE essential nutrients and Immune Boost Sublingual Vitamin D3,"Dietary Supplements, Drugs",Unapproved new drug,Fusion Health and Vitality LLC,Terminated
04/15/2021,Mr. Goodtime Bunny,Chocolate candy,Food & Beverages,Undeclared almonds,Lake Champlain Chocolates,Terminated
04/15/2021,Panera,Lobster Bisque,Food & Beverages,Undeclared egg,Blount Fine Foods,Terminated
04/15/2021,Jose Madrid Salsa,Strawberry Mild Salsa,"Food & Beverages, Allergens, Gravy/Sauces",Undeclared anchovy,Jose Madrid Salsa,Terminated
04/16/2021,Durisan,Hand sanitizer,Drugs,Product is contaminated with Burkholderia contaminans,Sanit Technologies LLC d/b/a Durisan,
04/17/2021,Bueno,Coffee substitute,Food & Beverages,"Undeclared peanut, hazelnut, and/or barley (gluten)",Creative Foods Inc.,
04/19/2021,Raley’s,Salt & Vinegar Flavored Potato Chips,Food & Beverages,May Contain Undeclared Milk,Shearer’s Foods LLC,Terminated
04/19/2021,Tenacore LLC,2001 Tenacore Replacement CareFusion Alaris 8100 bezels,Medical Devices,Potentially weakened plastic,Tenacore LLC,
04/20/2021,Vitafusion,Gummy vitamin products,"Dietary Supplements, Vitamins",May contain metallic mesh material,"Church & Dwight Co., Inc.",Terminated
05/10/2021,"Levemir, Tresiba, Fiasp, Novolog and Xultophy",Product Samples,Drugs,Due to improper storage temperature conditions,Novo Nordisk,
05/12/2021,"Sara Lee, Chef Pierre and more",Pecan pies,Food & Beverages,Undeclared Peanuts,Sara Lee Frozen Bakery,Terminated
05/12/2021,Hi-Tech Pharmaceuticals. Inc,Lipodrene w/25mg Ephedra Extract Dietary Supplement,Food & Beverages,"Presence of 1,4-dimethylamylamine (DMAA)",Hi-Tech Pharmaceuticals. Inc,
05/12/2021,"DIBAR Labs, ProtectoRx",Hand Sanitizer,Drugs,Presence of methanol,Dibar Nutricional S. de R.L. de C.V.,
05/13/2021,Medically Minded,Hand Sanitizer,Drugs,Presence of methanol,Global Sanitizers,
05/13/2021,"Goose Creek, COCO TKO",Hand Sanitizer,Drugs,"Presence of Methanol (Wood Alcohol), Benzene and Acetaldehyde","Scentsational Soaps & Candles, Inc.",
03/17/2020,Barcelona,roasted and salted in shell pistachios,"Food & Beverages, Foodborne Illness, Nuts & Nut Products",Potential to be contaminated with Salmonella,Barcelona,Terminated
03/15/2019,Hospira,Sodium bicarbonate injection USP,"Drugs, Generic Drugs",Presence of Particulate Matter,"Hospira, Inc.",Terminated
03/11/2020,"Family Wellness, CVS, Equate",Infants’ Ibuprofen,"Drugs, Over-the-Counter Drugs",Due to Potential Higher Concentrations of Ibuprofen,Tris Pharma,Terminated
03/17/2020,Zero Xtreme,Dietary Supplement for Weight Loss,Drugs,Due to Presence of Undeclared Sibutramine,Fat Burners Zone,Terminated
03/17/2020,Bazzini’s,Pistachios,"Food & Beverages, Foodborne Illness, Nuts & Nut Products",Potential to be contaminated with salmonella,Bazzini LLC,Terminated
03/11/2019,Claire's,Makeup,Cosmetics,Possible presence of asbestos,Claire's Stores,Terminated
03/17/2020,Weis,Chocolate Whoopie Pie,"Food & Beverages, Allergens, Snack Food Item",Undeclared Peanuts,Shirley's Cookie Company,Terminated
04/08/2019,Brian Richardson dba In Tha Pink,Ground Kopi Jantan Tradisional Natural Herbs Coffee,"Food & Beverages, Coffee/Tea",Undeclared Sildenafil and Tadalafil,Brian Richardson dba In Tha Pink,Terminated
01/08/2019,Sun Pharma,Vecuronium Bromide for Injection,"Drugs, Generic Drugs",Potential Foreign Material,"Sun Pharmaceutical Industries, Inc",Terminated
03/16/2020,Orlando,Chicken and Chickpea dog food,"Animal & Veterinary, Pet Food",Potentially Elevated Levels of Vitamin D,Lidl US,Terminated
01/31/2019,Hill's Science Diet,Canned Dog Food,"Animal & Veterinary, Pet Food",Potentially Elevated Levels of Vitamin D,Hill's Pet Nutrition,Terminated
03/16/2020,Puriton,"Puriton Eye Relief Drops, 0.5 oz. (15ml) bottle","Drugs, Over-the-Counter Drugs",Due to Non-Sterile Production Conditions,Kadesh Inc.,Terminated
04/09/2020,Oregon Food Bank,Pumpkin Seeds,"Food & Beverages, Foodborne Illness, Seeds",Potential to be contaminated with Listeria species,Oregon Food Bank,
04/18/2018,Herbal-Salvation,Kratom containing powder products,"Food & Beverages, Foodborne Illness",Salmonella,Viable Solutions,Terminated
07/23/2019,Cadista,"Drospirenone and Ethinyl Estradiol Tablets, USP, 3 mg/ 0.02mg",Drugs,Due to out of specification (OOS) dissolution results at the 3-month stability time point,Jubilant Cadista Pharmaceuticals Inc.,Terminated
07/26/2019,Lennox,Pig ears,Animal & Veterinary,Potential Salmonella contamination,Lennox Intl,Terminated
08/01/2019,Entenmann’s,Soft Baked Chocolate Chip Cookies,Food & Beverages,"Due to the potential presence of visible, blue plastic pieces","Bimbo Bakeries USA, Inc.",Terminated
08/02/2019,PreGel,"Lemon 50, powdered flavoring",Food & Beverages,Undeclared Milk,"PreGel America, Inc.",Terminated
09/12/2019,FuPaiYuan,FuPaiYuan Matcha candy,"Food & Beverages, Candy/Gum (without chocolate)",Undeclared eggs and milk,RONG SHING,Terminated
09/12/2019,KRS Global Biotechnology,Animal Sterile Drug Products,Animal & Veterinary,Lack of sterility assurance,KRS Global Biotechnology,Terminated
09/05/2019,Natpara,Parathyroid Hormone for Injection,Drugs,Potential presence of rubber particulate,Takeda Pharmaceutical Company Limited,Terminated
09/16/2019,Macho,MACHO ARTIFICIAL PASSION FRUIT FLAVORED VITAMIN C LIQUID SUPPLEMENT,Drugs,Undeclared Tadalafil,Fitoterapia USA Inc.,Terminated
09/24/2019,Captain K,Salmon slightly salted pieces,"Food & Beverages, Fish",Due to possible contamination with Listeria monocytogenes,Euphoria Fancy Food Inc,Terminated
09/26/2019,RONG SHING NY Trading Inc.,GANCHI NAIWEITANGPIAN candy,Food & Beverages,Undeclared milk,RONG SHING NY Trading Inc.,Terminated
10/01/2019,Glam Day,Nougat candy,"Food & Beverages, Candy/Gum (without chocolate)",Undeclared milk and egg,RONG SHING NY Trading Inc.,Terminated
10/18/2019,Johnson’s,Baby Powder,Cosmetics,Presence of asbestos,Johnson & Johnson Consumer Inc.,Terminated
12/17/2019,No Brand name Listed on Package,"Bull Platinum 30000, Stallion Platinum 30000, Rhino 7 Platinum 30000, Panther Platinum 30000",Drugs,Presence of Undeclared Tadalafil,Motto International Corp,Terminated
12/20/2019,"Almark, Nic’s, Rainbow Farms, Sutherland’s, Egggs Select",Hard cooked broken egg whites & hard cooked eggs,Food & Beverages,Potential to be contaminated with Listeria monocytogenes,Almark Foods,Terminated
01/06/2020,purely elizabeth,Chocolate Sea Salt Probiotic Granola,Food & Beverages,Undeclared walnuts,purely elizabeth,Terminated
01/08/2020,Mylan,Nizatidine Capsules 150mg and 300mg,Drugs,NDMA (Nitrosodimethylamine) impurity,Mylan N.V.,Terminated
01/30/2020,Fresh Food Market Chef’s Recipe,Mushroom Barley Soup,"Food & Beverages, Allergens, Soup",Undeclared milk,"Bakkavor Foods USA, Inc.",Terminated
03/10/2020,Lubrisine,Eye Drops,"Drugs, Generic Drugs",Sterility Concerns and Undeclared Colloidal Silver,Results RNA LLC,Terminated
02/04/2019,Dr. Reddy’s Laboratories Ltd.,Infusion Bags (Levetiracetram in 0.54% Sodium Chloride Injection),"Drugs, Generic Drugs",Mislabeling,Dr. Reddy’s Laboratories Ltd.,Terminated
03/11/2020,Kotex,Tampons,"Medical Devices, Obstetrical & Gynecological",Unraveling and/or coming apart upon removal,Kimberly-Clark,Terminated
04/16/2019,Ben & Jerry’s,Coconut Seven Layer Bar bulk and Ben & Jerry’s Chunky Monkey ice cream,"Food & Beverages, Ice Cream/Frozen Dairy",Undeclared Tree Nut,Unilever,Terminated
04/17/2019,Chips Ahoy!,Chips Ahoy Chewy Cookie,"Food & Beverages, Chocolate/Cocoa Product",Due to Unexpected Solidified Ingredient,Mondelēz Global LLC,Terminated
04/24/2019,Jurox,"Alfaxan unpreserved, an intravenous injectable anaesthetic for cats and dogs","Animal & Veterinary, Animal Drugs",Presence of the aluminum phosphate precipitate,Jurox Incorporated,Terminated
04/29/2019,Norbrook Laboratories Limited,Subcutaneous injectable drug products,"Animal & Veterinary, Animal Drugs",Lack of Sterility,Norbrook Laboratories Limited,Terminated
03/21/2019,BLUE FUSION,Capsules marketed as a dietary supplement for male enhancement,"Dietary Supplements, Nutritional Supplement","Undeclared Sildenafil, Tadalafil, Desmethyl carbodenafil, Dithiodesmethyl carbodenafil, Scutellarin and Daidzein",Ata Int. Inc.,Terminated
05/02/2019,"Life Rising, HoliCare",Dietary supplements,"Dietary Supplements, Nutritional Supplement",Lead,Life Rising Corporation,Terminated
04/20/2020,B. Braun,Ceftazidime for Injection USP (2g) and Dextrose for Injection USP (50 ml) in Duplex® Container,Drugs,Out-of-Specification Results for High Molecular Weight Polymers,Braun Medical Inc,Terminated
01/08/2019,Rhino,Rhino 5K capsules,"Drugs, Generic Drugs",Undeclared Sildenafil and Tadalafil,"Happy Together, Inc.",Terminated
02/25/2019,Golean Detox,Dietary Supplement for Weight Loss,"Dietary Supplements, Drugs, Nutritional Supplement",Mislabeling,Golean Detox USA,Terminated
01/29/2019,"CVS, Equate",Oral ibuprofen,"Drugs, Generic Drugs",Higher Concentration of Ibuprofen,"Tris Pharma, Inc.",Terminated
03/23/2020,Ranier's RX Laboratory,Compounded drug products,"Drugs, Generic Drugs",Due to Lack of Sterility Assurance,Ranier's RX Laboratory,Terminated
03/19/2020,"CVS, Rhinall, Humist, more",Nasal Products and Baby Oral Gels,"Drugs, Over-the-Counter Drugs",Microbial Contamination,Product Quest Manufacturing LLC,Terminated
03/19/2020,"Neuroveen, Respitrol, Thyroveev, Compulsin",Homeopathic Medicines,Drugs,Due to Possible Microbial Contamination,"HelloLife, Inc.",Terminated
03/19/2020,Beaumont Bio Med Homeopathic,Homeopathic oral sprays,"Drugs, Generic Drugs",Due to Possible Microbial Contamination,"Beaumont Bio Med, Inc.",Terminated
03/19/2020,Children’s Advil,Ibuprofen Oral Suspension,"Drugs, Over-the-Counter Drugs",Dosage cup provided is marked in teaspoons and the instructions on the label are described in milliliters (mL),"Pfizer, Inc.",Terminated
06/21/2018,Gaia Ethnobotanical,Kratom Products,"Dietary Supplements, Drugs, Nutritional Supplement, Generic Drugs",Salmonella,"Gaia Ethnobotanical, LLC",Terminated
03/27/2020,Taytulla,Birth control capsules,"Drugs, Over-the-Counter Drugs",Due to Out of Sequence Capsules,Allergan,Terminated
03/24/2020,Sonic-Fusion,Flossing toothbrush,"Medical Devices, Dental",Charging base may overheat,"Water Pik, Inc",Terminated
03/23/2020,Food Lion,Dill Pickle Flavored Potato Chips,"Food & Beverages, Allergens, Snack Food Item",Undeclared milk,"Shearer’s Foods, LLC",Terminated
03/17/2020,Harris Teeter,Frozen yogurt,"Food & Beverages, Allergens, Food & Beverage Safety, Yogurt/Yogurt Product",Undeclared peanut,Harris Teeter,Terminated
03/17/2020,Oscor,Temporary Bipolar Pacing Leads,Medical Devices,The connector cap housing may slide and potentially expose the connection wire,Oscor Inc.,Terminated
03/19/2020,Bellona,Milk Chocolate Flavored Coated Wafer with Hazelnut Crème Filling and White Chocolate Flavor,"Food & Beverages, Allergens, Snack Food Item",Wheat,Lidl US,Terminated
02/07/2018,Publix,Publix Deli Artichoke and Spinach Dip,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Small glass fragments,Publix Super Markets,Terminated
02/06/2018,Caverflo,Natural Herbal Coffee,"Drugs, Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Active Pharmaceutical Ingredients and Undeclared Milk,Caverflo.com,Terminated
06/13/2023,Havasu Nutrition,Beet Root Powder,Food & Beverages,Undeclared milk,Supplement Manufacturing Partner Inc.,
06/14/2023,Gelato Boy,Chocolate Chunk Ice Cream,"Food & Beverages, Allergens, Ice Cream/Frozen Dairy",Undeclared milk,Gelato Boy,
06/21/2023,Multiple brand names,Frozen Fruit,"Food & Beverages, Foodborne Illness, Fruit/Fruit Product",Potential for Listeria monocytogenes contamination,SunOpta Inc.,
07/03/2023,Van’s,Gluten Free Original Waffles,"Food & Beverages, Allergens, Prepared Food",Undeclared Wheat,Van’s International Foods,
10/01/2021,Lotrimin® AF and Tinactin®,Over the Counter (OTC) antifungal spray products,Drugs,Presence of benzene,Bayer U.S. LLC,Terminated
03/29/2022,Teva Pharmaceuticals,IDArubicin Hydrochloride Injection USP,Drugs,Potential Particulate Matter (silica and iron oxide),Teva Pharmaceuticals,Terminated
06/30/2023,Everest,Sambhar Masala and Garam Masala spices,"Food & Beverages, Foodborne Illness, Spices, Flavors &  Salts",Potential Foodborne Illness-Salmonella,Everest Food Products Private Limited,
07/03/2023,belVita,Breakfast sandwich products,Food & Beverages,Undeclared peanuts,Mondelez Global LLC,
07/05/2023,Fromager Affineur,Tome De Brebis Sheep Milk Cheese,"Food & Beverages, Foodborne Illness, Cheese/Cheese Product",Potential Foodborne illness,Estancia Holdings,
07/03/2023,Fry Daddy,Party Mix,Food & Beverages,Undeclared walnuts,Fry Daddy’s Brand,
07/17/2023,Heinen’s,Fresh Ground Cashew Butter,"Food & Beverages, Allergens, Butter/Butter Product",Undeclared peanut and almond allergens,Heinen’s,
07/12/2023,365 By Whole Foods Market,Potential or Undeclared Allergen - milk and egg,"Food & Beverages, Allergens, Prepared Food",Undeclared milk and egg allergens,Braga Fresh,
07/21/2023,Cooperstown Cheese Company,Cheese Products,Food & Beverages,Potential Listeria monocytogenes contamination,Cooperstown Cheese Company LLC,
08/04/2023,Dräger,Carina Sub-Acute Care Ventilators,Medical Devices,Product Safety/Potential Foreign Material,Drägerwerk AG & Co. KGaA,
06/09/2022,SnoreStop,Nasal spray,Drugs,Due to microbial contamination identified as Providencia rettgeri.,Green Pharmaceuticals Inc,Terminated
06/12/2023,Cricket Creek Farm,"Sophelise, Tobasi, and Berkshire Bloom Cheeses","Food & Beverages, Foodborne Illness, Cheese/Cheese Product",Potential contamination with Listeria monocytogenes.,"Cricket Creek Farm, LLC",
06/15/2023,Cricket Creek Farm,"Sophelise, Tobasi, and Berkshire Bloom Cheeses","Food & Beverages, Foodborne Illness, Cheese/Cheese Product",Potential contamination with Listeria monocytogenes,"Cricket Creek Farm, LLC",
05/30/2023,Cricket Creek Farm,Sophelise Cheese and Tobasi Cheese,"Food & Beverages, Foodborne Illness, Cheese/Cheese Product",Potential Contamination with Listeria monocytogenes,"Cricket Creek Farm, LLC",
06/13/2023,Great Value and Rader Farms,Frozen strawberries and frozen fruit blends containing frozen strawberries,"Food & Beverages, Foodborne Illness",Potential for Hepatitis A contamination,Willamette Valley Fruit Co,
06/09/2023,Wawona Frozen Foods,Organic Daybreak Blend 4lb bags of frozen fruit,Food & Beverages,Potential to be contaminated with Hepatitis A,"Wawona Frozen Foods, Inc.",
08/08/2023,Zespri,Organic green kiwifruit,"Food & Beverages, Foodborne Illness, Fruit/Fruit Product",Possible Listeria monocytogenes contamination,David Oppenheimer and Company I LLC,
08/23/2023,"Food Lion, Kroger and more",Frozen sweet corn and mixed vegetables,Food & Beverages,Potential Foodborne Illness,"Twin City Foods, Inc.",
03/26/2018,Blue Ridge Beef,Complete raw pet food,"Animal & Veterinary, Food & Beverage Safety",,Blue Ridge Beef,Terminated
06/16/2023,Sun Wave,"Mini Fruit Jelly Cup, multiple flavors",Food & Beverages,Potential Choking Hazard,Richin Trading Inc.,
06/16/2023,Tostitos,Tostitos Avocado Salsa Dip,Food & Beverages,Undeclared milk,Frito-Lay,
09/28/2022,"PRODUCE, Holly Hill","Dark Chocolate Almonds, 9.5 oz container",Food & Beverages,Undeclared Milk,Momyer Distribution Inc,Terminated
07/19/2022,Dose Vital,Honey,Drugs,Undeclared active pharmaceutical ingredient tadalafil,MKS Enterprise LLC,Terminated
05/11/2023,Safeway,Oatmeal Raison Cookies,Food & Beverages,Undeclared Peanut and Soy,Albertsons Companies,Terminated
11/14/2022,Boston Baking,Mini Cinnamon Crumb Cake,Food & Beverages,Undeclared pecans,"Boston Baking, Inc.",Terminated
