FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,SupOver80CountUsDisp,"DFR URL"
"70 W TRUCKING - FRASER READY MIX PLANT","2270 COUNTY ROAD 5",FRASER,CO,110007240510,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110007240510
"710 TRAINER ST LLC","3507 W. 9TH STREET",TRAINER,PA,110056155324,Y,11,1,0,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110056155324
"712 MAIN STREET SHORT PLAT","712 E MAIN ST",EVERSON,WA,110067219334,Y,6,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110067219334
"717 CONSTRUCTION SERVICES","8625 OBERRENDER RD",NEEDVILLE,TX,110071223659,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071223659
"72ND AVE. SELF STORAGE","11405 NE 72ND AVE",VANCOUVER,WA,110071179652,Y,5,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071179652
"74TH MINI STORAGE","3802 S 74TH ST",TACOMA,WA,110071336113,Y,3,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071336113
"75&109 SMITH PLACE REDEVELOPMENT","75 & 109 SMITH PLACE",CAMBRIDGE,MA,110071410430,Y,1,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071410430
"78TH AVE NE KENMORE","14900 78TH AVE NE",KENMORE,WA,110071312441,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071312441
"7TH AVE AUTO SALVAGE-402 42ND ST N FARGO","402 42ND ST. N",FARGO,ND,110056180975,Y,2,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110056180975
"80 EAST FOREIGN AUTOS","6765 HWY 80 EAST",SELMA,AL,110027369960,Y,11,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110027369960
"823 NEW HARWINTON ROAD",,,CT,110049930223,Y,9,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049930223
"8250 5TH AVENUE SOUTH","8250 5TH AVE S",SEATTLE,WA,110071322223,Y,2,1,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110071322223
"84 VIDEO-NEWS STAND INC","3400 STATE RTE 84",ASHTABULA,OH,110056409881,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110056409881
"87 JOB","304 CHURCH HILL RD",FLINTON,PA,110070053962,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070053962
"90 EXPRESS","1175 HWY 12",KINDER,LA,110043483593,Y,11,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110043483593
"904 POWDERWORX, LLC","5669 W BEAVER ST",JACKSONVILLE,FL,110005594918,Y,12,2,0,Y,11,https://echo.epa.gov/detailed-facility-report?fid=110005594918
"905 OBERLIN ELYRIA ROAD","905 OBERLIN ELYRIA ROAD",ELYRIA,OH,110070875829,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070875829
"913 NEVADA ST","913 NEVADA ST",BELLINGHAM,WA,110071297353,Y,4,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071297353
"91ST AVENUE WWTP","5615 S 91ST AVE",TOLLESON,AZ,110000510144,Y,10,4,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110000510144
"92ND AVENUE EAST & 224TH STREET EAST",UNSPECIFIED,GRAHAM,WA,110071180808,Y,5,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071180808
"93 BENNINGTON STREET","93 BENNINGTON STREET",REVERE,MA,110071426254,Y,2,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110071426254
"94 PITCH & PUTT INC",,,NY,110049671093,Y,9,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049671093
"950 GREENE STREET POOL-ANN ARBOR","950 GREENE STREET","ANN ARBOR",MI,110071143741,Y,8,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071143741
"A & A AUTO SALVAGE INC","3685 N US HIGHWAY 1","FORT PIERCE",FL,110007430324,Y,12,2,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110007430324
"A & A AUTO WRECKING ELLENSBURG","3860 & 3970 CANYON RD",ELLENSBURG,WA,110054898367,Y,12,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110054898367
"A & A TRUCK PARTS INC","80 HENDRICKSON ROAD",FREEHOLD,NJ,110006704637,Y,12,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006704637
"A & G COAL CORP (867-0455)","COLLIERS CRK",EOLIA,KY,110045194222,Y,7,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110045194222
"A & L TOPSOIL INC","23997 MILLER BAY RD NE",POULSBO,WA,110015674876,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015674876
"A & L WOOD INC","2220 PARADISE CHURCH ROAD","MT PLEASANT MILLS",PA,110044241166,Y,11,7,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110044241166
"A & P WSC PUMP 1",,,TX,110048751702,Y,2,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110048751702
"A & R TRANSPORT","77 8TH AVENUE",PARKERSBURG,WV,110024588034,Y,12,1,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110024588034
"A & S WATER SERVICES",,,,110070770385,Y,11,0,0,N,,https://echo.epa.gov/detailed-facility-report?fid=110070770385
"A AND B USED AUTO PARTS","10963 VIRGINIA AVE",MARTINSVILLE,VA,110070875489,Y,11,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070875489
"A AND M AGGREGATE","2633 HIGHWAY 65",MORA,MN,110030762903,Y,4,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110030762903
"A C VALLEY DEVELOPMENT CORP",,,PA,110051860955,Y,12,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110051860955
"A CUSTOMS BODY & PAINT","23566 HOPE RD",PONCHATOULA,LA,110071131936,Y,11,1,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071131936
"A DUIE PYLE","100 S LIMESTONE RD",PARKESBURG,PA,110007798669,Y,4,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110007798669
"A DUIE PYLE ALLENTOWN TERMINAL STORMWATER","2900 HOOVER AVE",ALLENTOWN,PA,110054986413,Y,2,1,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110054986413
"A DUIE PYLE CO BOLMAR STREET FACILITY","830 S. BOLMAR STREET","WEST CHESTER",PA,110064655118,Y,2,1,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110064655118
"A DUIE PYLE INC","650 WESTTOWN RD","WEST CHESTER",PA,110004869740,Y,2,4,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110004869740
"A DUIE PYLE INC ALTOONA","1059 OLD RTE 22",DUNCANSVILLE,PA,110040824310,Y,8,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040824310
"A DUIE PYLE INC GREENCASTLE SERVICE CENTER","12248 MOLLY PITCHER HWY",GREENCASTLE,PA,110071093040,Y,2,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071093040
"A J AUTO SALVAGE","983 WEST RIDGE RD",SCHELLSBURG,PA,110010985185,Y,3,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010985185
"A JON CONST SPRINGFIELD PLT","719 OLD MARPLE RD",SPRINGFIELD,PA,110038122224,Y,8,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038122224
"A M CEILING & INTERIORS INC.","310 W. MAIN ST.",THIBODAUX,LA,110054135422,Y,3,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110054135422
"A MILLICAN CRANE SERVICE INC","180 NW BEAVER RDG",POULSBO,WA,110071253295,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071253295
"A SCHULMAN LA PORTE","1300 MCCABE RD","LA PORTE",TX,110033481006,Y,9,1,1,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110033481006
"A&L MHP","25801 WALKER ROAD SOUTH","DENHAM SPRINGS",LA,110037488634,Y,7,1,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110037488634
"A&S RECYCLING LLC","474 OLD FRANKLIN ROAD",TUSKEGEE,AL,110054114123,Y,11,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110054114123
"A+ AUTO SALVAGE","8100 ALMONASTER BLVD","NEW ORLEANS",LA,110038921110,Y,12,0,0,Y,13,https://echo.epa.gov/detailed-facility-report?fid=110038921110
"A-1 FIBERGLASS","1318 WILSON ST",AURORA,NE,110020497121,Y,7,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110020497121
"A-1 FIBERGLASS","105 HAMILTON ST INDUSTRIAL PARK",AURORA,NE,110010166774,Y,6,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010166774
"A. DUIE PYLE COMPANIES, YORK FACILITY","3622 MIA BRAE DR",YORK,PA,110041898925,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110041898925
"A. DUIE PYLE, INC. WILKES-BARRE FACILITY (PITTSTON)","700 SATHERS DRIVE",PITTSTON,PA,110066990910,Y,2,5,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110066990910
"A. MANNING LYNCH WASTEWATER TREATMENT FACILITY","1450 SOUTHPORT RD/295 BYPASS",SPARTANBURG,SC,110009794348,Y,9,5,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110009794348
"A. MARINELLI & SONS UPPER DARBY FACILITY","TOWNSHIP LINE AND HOLLYWOOD AVENUE","UPPER DARBY",PA,110070131810,Y,10,4,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070131810
"A. N. COLLETTE OIL CO. INC.","9728 SAGEFIELD DR.","BATON ROUGE",LA,110017758675,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110017758675
"A.B. WON PAT INTERNATIONAL AIRPORT, GUAM","355 CHALAN PASAHERU",TAMUNING,GU,110066912746,Y,4,0,0,Y,T,https://echo.epa.gov/detailed-facility-report?fid=110066912746
"A.B. WON PAT INTERNATIONAL AIRPORT, GUAM (LIGHT AIRCRAFT FACILITY)","GUAM INTERNATIONAL AIRPORT",BARRIGADA,GU,110070047366,Y,4,0,0,Y,T,https://echo.epa.gov/detailed-facility-report?fid=110070047366
"A.N. COLLETTE OIL CO., INC - BUCKHORN SHELL CAFE","5602 AIRLINE HWY",LOTTIE,LA,110059793308,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110059793308
"A1 PALLETS 3001 BENNETT RD CENTRALIA","3001 BENNETT RD",CENTRALIA,WA,110071359552,Y,3,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110071359552
"A1 PALLETS INC AUBURN","147 37TH ST NE",AUBURN,WA,110071181948,Y,12,2,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110071181948
"A1 PALLETS INC KENT","7752 S 259TH ST",KENT,WA,110071181901,Y,12,3,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110071181901
"A1 PLASTIC BAG INC","136 TICHENOR ST",NEWARK,NJ,110004208036,Y,12,2,2,Y,13,https://echo.epa.gov/detailed-facility-report?fid=110004208036
"A27 CDP LIQUIDS LINE RELEASE REMEDIATION PROJECT","SPRAGUE GULCH RD AND HARRISON GULCH RD",PARACHUTE,CO,110070892338,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070892338
"AA HWY PARK DEVELOPMENT - BLACKBIRD HOLL","AA HWY",BEECHY,KY,110023140475,Y,8,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110023140475
"AAA ASPHALT PAVING","26430 PACIFIC HWY S",KENT,WA,110071181464,Y,6,0,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110071181464
"AAA COOPER TRANSPORTATION","3130 HAYNEVILLE ROAD",MONTGOMERY,AL,110012211178,Y,1,0,0,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110012211178
"AAA HOSPITALITY LLC, 220 TRUCK STOP","25357 HIGHWAY 330",TILLATOBA,MS,110038362410,Y,9,2,1,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110038362410
"AAA READY MIX INC II GEORGE","INTERSECTION OF RD 1 SW & HWY 281",GEORGE,WA,110071181360,Y,5,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110071181360
"AAA READY MIX INC II WHEELER RD","13184 WHEELER RD NE","MOSES LAKE",WA,110015554041,Y,5,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110015554041
"AABERG PIT","BOX 294",CROSBY,ND,110056181000,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110056181000
"AALSMEER MOTEL & COTTAGES","7078 ST RTE 80",COOPERSTOWN,NY,110043636027,Y,9,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110043636027
AAMCO,"2021 TAMVEST CT",MANDEVILLE,LA,110037494903,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110037494903
"AARON INDUSTRIES CORP.","8 & 20 MOHAWK DRIVE",LEOMINSTER,MA,110069339772,Y,11,0,0,Y,6,https://echo.epa.gov/detailed-facility-report?fid=110069339772
"AARON KEPLER SURFACE PRIVATE SEWAGE DISPOSAL SYSTEM","867 TWP RD 150E",TOULON,IL,110070033527,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070033527
"AARON KRITES PRIVATE SEWAGE DISPOSAL SYSTEM","2608 APPALOOSA LANE",MAHOMET,IL,110070248690,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070248690
"AB HYDROSTATICS INC","4410 NE EVANGELINE THRWY",CARENCRO,LA,110031270862,Y,3,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110031270862
"AB&I FOUNDRY","7825 SAN LEANDRO ST",OAKLAND,CA,110070790129,Y,12,4,6,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110070790129
"ABADIE STREET MINI STORAGE","1150 ABADIE ST","WALLA WALLA",WA,110054916677,Y,12,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110054916677
"ABB INC HIGH VOLTAGE CIRCUIT BREAKER","100 DISTRIBUTION CIR","MT PLEASANT",PA,110017888393,Y,2,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110017888393
"ABBEVILLE HEADSTART","1600 N. STATE ST.",ABBEVILLE,LA,110043263777,Y,11,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110043263777
"ABBEVILLE LUMBER PRODUCTS","1811 WEST SINGLETARY ROAD",ABBEVILLE,AL,110071068037,Y,4,0,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110071068037
"ABBEVILLE WATER TREATMENT PLANT","406 VIENNA ST",ABBEVILLE,SC,110000540932,Y,8,1,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110000540932
"ABBOTTS WRECKER SERVICE- STORA","HUDSON VALLEY RD","SOUTH CHARLESTON",WV,110022280725,Y,11,1,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110022280725
"ABBY PLANTATION ESTATES SANITARY SEWERAGE CORP.","WINDER RD",THIBODAUX,LA,110070553507,Y,3,1,1,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070553507
"ABC COMPOUNDING CO. INC. (CONYERS)","2600 DOGWOOD DR SE",CONYERS,GA,110070692764,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070692764
"ABC ELECTRIC","2090 GAUSE BLVD WEST",SLIDELL,LA,110043483708,Y,9,0,0,Y,9,https://echo.epa.gov/detailed-facility-report?fid=110043483708
"ABC FENCE SYSTEMS, INC","963 INDUSTRIAL DR",CHIPLEY,FL,110070281771,Y,1,0,0,Y,1,https://echo.epa.gov/detailed-facility-report?fid=110070281771
"ABC LEARNING STATION - MANNINGTON",,MANNINGTON,NJ,110049380772,Y,7,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110049380772
"ABC USED PARTS","1143 S ROYER ST","COLORADO SPRINGS",CO,110070152669,Y,12,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110070152669
"ABEL HAULING & EXCAVATING","4390 COUNTY ROAD 490",HANCEVILLE,AL,110067580380,Y,11,1,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110067580380
"ABERCROMBIE, CITY OF","304 4TH AVENUE EAST",WAHPETON,ND,110011044994,Y,10,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110011044994
"ABERDEEN CITY","200 EAST MARKET STREET",ABERDEEN,WA,110020909089,Y,12,2,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110020909089
"ABERDEEN EAST WWTP","US HWY 45 & MS HWY 25",ABERDEEN,MS,110000751605,Y,10,3,0,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110000751605
"ABERDEEN PLAZA VENTURE","15 ABERDEEN SHOPPING PLAZA",ABERDEEN,MD,110070104675,Y,11,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110070104675
"ABERNETHY CROSSING",UNSPECIFIED,OLYMPIA,WA,110071348389,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071348389
"ABES RV PARK",,,OK,110012833577,Y,11,3,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110012833577
"ABF FREIGHT RICHMOND ST FACILITY","4000 RICHMONT STREET",PHILADELPHIA,PA,110010984033,Y,2,2,1,Y,13,https://echo.epa.gov/detailed-facility-report?fid=110010984033
"ABF FREIGHT SYS","2001 HARRISBURG PIKE",CARLISLE,PA,110017792085,Y,2,0,1,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110017792085
"ABF FREIGHT SYS INC / BEECHNUT DR","770 BEECHNUT DR",PITTSBURGH,PA,110063997821,Y,2,2,1,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110063997821
"ABF TERMINAL 310","1524 GARVIN STREET",GREENSBURG,PA,110063997849,Y,2,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110063997849
"ABINGTON RELDAN METALS FAIRLESS HILLS FAC","550 OLD BORDENTOWN RD","FAIRLESS HILLS",PA,110030488443,Y,4,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110030488443
"ABINGTON TRANSFER STATION","995 FITZWATERTOWN RD",GLENSIDE,PA,110009160718,Y,8,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009160718
"ABIQUIU ELEMENTARY SCHOOL","STATE ROAD 84/285 #1911, GATE 21342",ABIQUIU,NM,110028924644,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110028924644
"ABIQUIU MDWCA & MSWA","P.O. BOX 133",ABIQUIU,NM,110012664740,Y,9,2,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110012664740
"ABIQUIU MUTUAL DOMESTIC WATER CONSUMERS ASSN.","PO BOX 11",ABIQUIU,NM,110010698263,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110010698263
"ABITA BAR-B-Q","69399 HWY 59",MANDEVILLE,LA,110064516821,Y,9,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110064516821
"ABITA SPRINGS MULTIFAMILY LLC","73601 CHAPMAN DR.","ABITA SPRINGS",LA,110055632427,Y,7,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110055632427
"ABITA SPRINGS, TOWN OF -WASTEWATER TREATMENT FACILITY","END OF ORME STREET","ABITA SPRINGS",LA,110010595962,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110010595962
"ABJV PROPERTIES LLC","75 CENTRAL LAFOURCHE DR.",LOCKPORT,LA,110040077868,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110040077868
"ABLE FENCE HEADQUARTERS","18506 NE 10TH AVE",RIDGEFIELD,WA,110071278669,Y,5,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071278669
"ABRAXAS WWTF","3301 CATTLEBARON RD","WHITE SETTLEMENT",TX,110064639734,Y,12,4,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110064639734
"ABSAROKEE SEWER DISTRICT WWTP","508 N MONTANA AVE",ABSAROKEE,MT,110009860472,Y,12,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009860472
"ABSECON IRON & METAL CO","2512 FIRE RD","EGG HARBOR TWP",NJ,110016693103,Y,6,6,0,Y,3,https://echo.epa.gov/detailed-facility-report?fid=110016693103
"ABSOLUTE RENTALS LLC - GOLDEN MEADOW APTS","811 S ALEX PLAISANCE BLVD","GOLDEN MEADOW",LA,110064787191,Y,11,0,0,Y,4,https://echo.epa.gov/detailed-facility-report?fid=110064787191
"ABUNDANT LIFE CHURCH","13202 WARDLIEN RD.",HAMMOND,LA,110038373845,Y,5,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110038373845
"AC ALASKA COMMERCIAL STORE","135 RIDGECREST DR",BETHEL,AK,110051027866,Y,11,0,0,Y,I,https://echo.epa.gov/detailed-facility-report?fid=110051027866
"AC DISPOSAL SERVICES, INC.","501 BERNARD AVENUE",BELEN,NM,110070014055,Y,6,0,1,Y,5,https://echo.epa.gov/detailed-facility-report?fid=110070014055
"AC PRODUCTS - MT UNION PLANT","11823 LENAPE DRIVE","MOUNT UNION",PA,110070362206,Y,12,2,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070362206
"AC PRODUCTS INC/THOMPSONTOWN","12393 WILLIAM PENN HWY",THOMPSONTOWN,PA,110041226615,Y,12,8,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110041226615
"AC WAGNER YOUTH CORR FAC","500 WARD AVE",CHESTERFIELD,NJ,110009838890,Y,12,4,2,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009838890
"ACADEMY OF NATURAL SCIENCE","10545 MACKALL ROAD","SAINT LEONARD",MD,110006744372,Y,10,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006744372
"ACADEMY OF THE HOLY CROSS","4920 STRATHMORE AVENUE",KENSINGTON,MD,110001280355,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110001280355
"ACADEMY OF TRAINING SKILLS","21089 S. FRONTAGE RD",LACASSINE,LA,110046293587,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110046293587
"ACADEMY PLANT","2201 WILSON VALLEY LOOP","LITTLE RIVER ACADEMY",TX,110071158622,Y,1,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110071158622
"ACADEMY WWTF","W. STHWY 95, APPROX 700 FT ST","LITTLE RIVER-ACADEMY",TX,110006800355,Y,5,5,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006800355
"ACADIA PARISH SCHOOL BOARD - MIRE ELEMENTARY SCHOOL","5484 MIRE HWY",RAYNE,LA,110071299713,Y,1,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110071299713
"ACADIA PARISH SCHOOL BOARD - RICHARD ELEMENTARY SCHOOL","1616 CHARLENE HWY","CHURCH POINT",LA,110071402157,Y,2,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110071402157
"ACADIAN BAPTIST CENTER","1202 ACADEMY DR",EUNICE,LA,110009015172,Y,7,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009015172
"ACADIAN EXPRESS STORE #4615","2903 HWY 90 EAST",BROUSSARD,LA,110033639855,Y,11,0,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110033639855
"ACADIAN VILLAGE APARTMENTS","71153 LA HWY 21",COVINGTON,LA,110038374229,Y,9,2,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110038374229
"ACADIANA COATINGS & SUPPLY INC.","305 VENTURE BLVD",HOUMA,LA,110046312405,Y,4,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110046312405
"ACADIANA DISCOUNT PORTABLE BUILDING","4108 W. PARK AVENUE",GRAY,LA,110046326524,Y,3,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110046326524
"ACADIANA REALTY & INVESTMENTS","307 MECCA DR",LAFAYETTE,LA,110020140925,Y,8,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110020140925
"ACADIANA SPEEDWAY GROUP LLC","1071 GECKO RD","BREAUX BRIDGE",LA,110070099289,Y,11,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070099289
"ACADIANA TREATMENT SYS INC","S OF OPELOUSAS I-49",OPELOUSAS,LA,110009049378,Y,11,1,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009049378
"ACCEL INTERNATIONAL HOLDINGS, INC.","508 N COLONY ST",MERIDEN,CT,110057545795,Y,5,5,0,Y,7,https://echo.epa.gov/detailed-facility-report?fid=110057545795
"ACCESS HEALTH WILLIAMSBURG",,,WV,110050654626,Y,11,0,0,Y,,https://echo.epa.gov/detailed-facility-report?fid=110050654626
"ACCO BRANDS USA","949 MAIN STREET",ALEXANDRIA,PA,110009158614,Y,2,1,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110009158614
"ACCO CHAIN & LIFTING PRODUCTS","76 ACCO DRIVE",YORK,PA,110000333381,Y,9,3,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110000333381
"ACCOKEEK(GASLIGHT)S&G FACILITY","5601 ACCOKEEK ROAD",BRANDYWINE,MD,110022841512,Y,10,0,0,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110022841512
"ACCUPAC MAINLAND PLT","1501 INDUSTRIAL BLVD",MAINLAND,PA,110006175744,Y,3,4,1,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110006175744
"ACCURATE DIAGNOSTIC LABS INC","3000 HADLEY RD","SOUTH PLAINFIELD",NJ,110070595115,Y,6,1,4,Y,0,https://echo.epa.gov/detailed-facility-report?fid=110070595115
"ACCURATE PLATING COMPANY","6512 CARNEGIE AVENUE",CLEVELAND,OH,110000893374,Y,12,0,0,Y,12,https://echo.epa.gov/detailed-facility-report?fid=110000893374
"ACCURATE SM, LLC","4301 RUSSELL RD",MUKILTEO,WA,110071181366,Y,12,0,0,Y,2,https://echo.epa.gov/detailed-facility-report?fid=110071181366
"ACCURIDE ERIE LP/ERIE FORGE PLT","1015 E. 12TH ST.",ERIE,PA,110000772888,Y,5,4,0,Y,10,https://echo.epa.gov/detailed-facility-report?fid=110000772888
"ACE AUTO WRECKING INC","4550 VERONA ROAD",VERONA,PA,110009114859,Y,2,2,0,Y,8,https://echo.epa.gov/detailed-facility-report?fid=110009114859
